,Year,Month,Day,Station_Name
348,2023,1,2,PHWA
349,2023,1,2,RKJK
350,2023,1,2,RODN
351,2023,1,2,TADW
352,2023,1,2,TATL
353,2023,1,2,TBNA
354,2023,1,2,TBOS
355,2023,1,2,TBWI
356,2023,1,2,TCLT
357,2023,1,2,TCVG
358,2023,1,2,TDAL
359,2023,1,2,TDAY
360,2023,1,2,TDCA
361,2023,1,2,TDEN
362,2023,1,2,TDTW
363,2023,1,2,TEWR
364,2023,1,2,TFLL
365,2023,1,2,THOU
366,2023,1,2,TIAD
367,2023,1,2,TIAH
368,2023,1,2,TICH
369,2023,1,2,TIDS
370,2023,1,2,TJFK
371,2023,1,2,TJUA
372,2023,1,2,TLAS
373,2023,1,2,TLVE
374,2023,1,2,TMCI
375,2023,1,2,TMCO
376,2023,1,2,TMDW
377,2023,1,2,TMEM
378,2023,1,2,TMIA
379,2023,1,2,TMKE
380,2023,1,2,TMSP
381,2023,1,2,TOKC
382,2023,1,2,TORD
383,2023,1,2,TPHL
384,2023,1,2,TPHX
385,2023,1,2,TPIT
386,2023,1,2,TRDU
387,2023,1,2,TSDF
388,2023,1,2,TSJU
389,2023,1,2,TSLC
390,2023,1,2,TSTL
391,2023,1,2,TTPA
392,2023,1,2,TTUL
393,2023,1,3,FOP1
394,2023,1,3,KABR
395,2023,1,3,KABX
396,2023,1,3,KAKQ
397,2023,1,3,KAMA
398,2023,1,3,KAMX
399,2023,1,3,KAPX
400,2023,1,3,KARX
401,2023,1,3,KATX
402,2023,1,3,KBBX
403,2023,1,3,KBGM
404,2023,1,3,KBHX
405,2023,1,3,KBIS
406,2023,1,3,KBLX
407,2023,1,3,KBMX
408,2023,1,3,KBOX
409,2023,1,3,KBRO
410,2023,1,3,KBUF
411,2023,1,3,KBYX
412,2023,1,3,KCAE
413,2023,1,3,KCBW
414,2023,1,3,KCBX
415,2023,1,3,KCCX
416,2023,1,3,KCLE
417,2023,1,3,KCLX
418,2023,1,3,KCRP
419,2023,1,3,KCXX
420,2023,1,3,KCYS
421,2023,1,3,KDAX
422,2023,1,3,KDDC
423,2023,1,3,KDFX
424,2023,1,3,KDGX
425,2023,1,3,KDIX
426,2023,1,3,KDLH
427,2023,1,3,KDMX
428,2023,1,3,KDOX
429,2023,1,3,KDTX
430,2023,1,3,KDVN
431,2023,1,3,KDYX
432,2023,1,3,KEAX
433,2023,1,3,KEMX
434,2023,1,3,KENX
435,2023,1,3,KEOX
436,2023,1,3,KEPZ
437,2023,1,3,KESX
438,2023,1,3,KEVX
439,2023,1,3,KEWX
440,2023,1,3,KEYX
441,2023,1,3,KFCX
442,2023,1,3,KFDR
443,2023,1,3,KFDX
444,2023,1,3,KFFC
445,2023,1,3,KFSD
446,2023,1,3,KFSX
447,2023,1,3,KFTG
448,2023,1,3,KFWS
449,2023,1,3,KGGW
450,2023,1,3,KGJX
451,2023,1,3,KGLD
452,2023,1,3,KGRB
453,2023,1,3,KGRK
454,2023,1,3,KGRR
455,2023,1,3,KGWX
456,2023,1,3,KGYX
457,2023,1,3,KHDX
458,2023,1,3,KHGX
459,2023,1,3,KHNX
460,2023,1,3,KHTX
461,2023,1,3,KICT
462,2023,1,3,KICX
463,2023,1,3,KILN
464,2023,1,3,KILX
465,2023,1,3,KIND
466,2023,1,3,KINX
467,2023,1,3,KIWA
468,2023,1,3,KIWX
469,2023,1,3,KJAX
470,2023,1,3,KJGX
471,2023,1,3,KJKL
472,2023,1,3,KLBB
473,2023,1,3,KLCH
474,2023,1,3,KLGX
475,2023,1,3,KLIX
476,2023,1,3,KLNX
477,2023,1,3,KLOT
478,2023,1,3,KLRX
479,2023,1,3,KLSX
480,2023,1,3,KLTX
481,2023,1,3,KLVX
482,2023,1,3,KLWX
483,2023,1,3,KLZK
484,2023,1,3,KMAF
485,2023,1,3,KMAX
486,2023,1,3,KMBX
487,2023,1,3,KMHX
488,2023,1,3,KMKX
489,2023,1,3,KMLB
490,2023,1,3,KMOB
491,2023,1,3,KMPX
492,2023,1,3,KMQT
493,2023,1,3,KMRX
494,2023,1,3,KMSX
495,2023,1,3,KMTX
496,2023,1,3,KMUX
497,2023,1,3,KMVX
498,2023,1,3,KMXX
499,2023,1,3,KNKX
500,2023,1,3,KNQA
501,2023,1,3,KOAX
502,2023,1,3,KOHX
503,2023,1,3,KOKX
504,2023,1,3,KOTX
505,2023,1,3,KPAH
506,2023,1,3,KPBZ
507,2023,1,3,KPDT
508,2023,1,3,KPOE
509,2023,1,3,KPUX
510,2023,1,3,KRAX
511,2023,1,3,KRGX
512,2023,1,3,KRIW
513,2023,1,3,KRLX
514,2023,1,3,KRTX
515,2023,1,3,KSFX
516,2023,1,3,KSGF
517,2023,1,3,KSHV
518,2023,1,3,KSJT
519,2023,1,3,KSOX
520,2023,1,3,KSRX
521,2023,1,3,KTBW
522,2023,1,3,KTFX
523,2023,1,3,KTLH
524,2023,1,3,KTLX
525,2023,1,3,KTWX
526,2023,1,3,KTYX
527,2023,1,3,KUDX
528,2023,1,3,KUEX
529,2023,1,3,KVAX
530,2023,1,3,KVBX
531,2023,1,3,KVNX
532,2023,1,3,KVTX
533,2023,1,3,KVWX
534,2023,1,3,KYUX
535,2023,1,3,PACG
536,2023,1,3,PAEC
537,2023,1,3,PAHG
538,2023,1,3,PAKC
539,2023,1,3,PAPD
540,2023,1,3,PGUA
541,2023,1,3,PHKI
542,2023,1,3,PHKM
543,2023,1,3,PHMO
544,2023,1,3,PHWA
545,2023,1,3,RKJK
546,2023,1,3,RODN
547,2023,1,3,TADW
548,2023,1,3,TATL
549,2023,1,3,TBNA
550,2023,1,3,TBOS
551,2023,1,3,TBWI
552,2023,1,3,TCLT
553,2023,1,3,TCMH
554,2023,1,3,TCVG
555,2023,1,3,TDAL
556,2023,1,3,TDAY
557,2023,1,3,TDCA
558,2023,1,3,TDEN
559,2023,1,3,TDFW
560,2023,1,3,TDTW
561,2023,1,3,TEWR
562,2023,1,3,TFLL
563,2023,1,3,THOU
564,2023,1,3,TIAD
565,2023,1,3,TIAH
566,2023,1,3,TICH
567,2023,1,3,TIDS
568,2023,1,3,TJFK
569,2023,1,3,TJUA
570,2023,1,3,TLAS
571,2023,1,3,TLVE
572,2023,1,3,TMCI
573,2023,1,3,TMCO
574,2023,1,3,TMDW
575,2023,1,3,TMEM
576,2023,1,3,TMIA
577,2023,1,3,TMKE
578,2023,1,3,TMSP
579,2023,1,3,TOKC
580,2023,1,3,TORD
581,2023,1,3,TPBI
582,2023,1,3,TPHL
583,2023,1,3,TPHX
584,2023,1,3,TPIT
585,2023,1,3,TRDU
586,2023,1,3,TSDF
587,2023,1,3,TSJU
588,2023,1,3,TSLC
589,2023,1,3,TSTL
590,2023,1,3,TTPA
591,2023,1,3,TTUL
592,2023,1,4,FOP1
593,2023,1,4,KABR
594,2023,1,4,KABX
595,2023,1,4,KAKQ
596,2023,1,4,KAMA
597,2023,1,4,KAMX
598,2023,1,4,KAPX
599,2023,1,4,KARX
600,2023,1,4,KATX
601,2023,1,4,KBBX
602,2023,1,4,KBGM
603,2023,1,4,KBHX
604,2023,1,4,KBIS
605,2023,1,4,KBLX
606,2023,1,4,KBMX
607,2023,1,4,KBOX
608,2023,1,4,KBRO
609,2023,1,4,KBUF
610,2023,1,4,KBYX
611,2023,1,4,KCAE
612,2023,1,4,KCBW
613,2023,1,4,KCBX
614,2023,1,4,KCCX
615,2023,1,4,KCLE
616,2023,1,4,KCLX
617,2023,1,4,KCRP
618,2023,1,4,KCXX
619,2023,1,4,KCYS
620,2023,1,4,KDAX
621,2023,1,4,KDDC
622,2023,1,4,KDFX
623,2023,1,4,KDGX
624,2023,1,4,KDIX
625,2023,1,4,KDLH
626,2023,1,4,KDMX
627,2023,1,4,KDOX
628,2023,1,4,KDTX
629,2023,1,4,KDVN
630,2023,1,4,KDYX
631,2023,1,4,KEAX
632,2023,1,4,KEMX
633,2023,1,4,KENX
634,2023,1,4,KEOX
635,2023,1,4,KEPZ
636,2023,1,4,KESX
637,2023,1,4,KEVX
638,2023,1,4,KEWX
639,2023,1,4,KEYX
640,2023,1,4,KFCX
641,2023,1,4,KFDR
642,2023,1,4,KFDX
643,2023,1,4,KFFC
644,2023,1,4,KFSD
645,2023,1,4,KFSX
646,2023,1,4,KFTG
647,2023,1,4,KFWS
648,2023,1,4,KGGW
649,2023,1,4,KGJX
650,2023,1,4,KGLD
651,2023,1,4,KGRB
652,2023,1,4,KGRK
653,2023,1,4,KGRR
654,2023,1,4,KGWX
655,2023,1,4,KGYX
656,2023,1,4,KHDX
657,2023,1,4,KHGX
658,2023,1,4,KHNX
659,2023,1,4,KHTX
660,2023,1,4,KICT
661,2023,1,4,KICX
662,2023,1,4,KILN
663,2023,1,4,KILX
664,2023,1,4,KIND
665,2023,1,4,KINX
666,2023,1,4,KIWA
667,2023,1,4,KIWX
668,2023,1,4,KJAX
669,2023,1,4,KJGX
670,2023,1,4,KJKL
671,2023,1,4,KLBB
672,2023,1,4,KLCH
673,2023,1,4,KLGX
674,2023,1,4,KLIX
675,2023,1,4,KLNX
676,2023,1,4,KLOT
677,2023,1,4,KLRX
678,2023,1,4,KLSX
679,2023,1,4,KLVX
680,2023,1,4,KLWX
681,2023,1,4,KLZK
682,2023,1,4,KMAF
683,2023,1,4,KMAX
684,2023,1,4,KMBX
685,2023,1,4,KMHX
686,2023,1,4,KMKX
687,2023,1,4,KMLB
688,2023,1,4,KMOB
689,2023,1,4,KMPX
690,2023,1,4,KMQT
691,2023,1,4,KMRX
692,2023,1,4,KMSX
693,2023,1,4,KMTX
694,2023,1,4,KMUX
695,2023,1,4,KMVX
696,2023,1,4,KMXX
697,2023,1,4,KNKX
698,2023,1,4,KNQA
699,2023,1,4,KOAX
700,2023,1,4,KOHX
701,2023,1,4,KOKX
702,2023,1,4,KOTX
703,2023,1,4,KPAH
704,2023,1,4,KPBZ
705,2023,1,4,KPDT
706,2023,1,4,KPOE
707,2023,1,4,KPUX
708,2023,1,4,KRAX
709,2023,1,4,KRGX
710,2023,1,4,KRIW
711,2023,1,4,KRLX
712,2023,1,4,KRTX
713,2023,1,4,KSFX
714,2023,1,4,KSGF
715,2023,1,4,KSHV
716,2023,1,4,KSJT
717,2023,1,4,KSOX
718,2023,1,4,KSRX
719,2023,1,4,KTBW
720,2023,1,4,KTFX
721,2023,1,4,KTLH
722,2023,1,4,KTLX
723,2023,1,4,KTWX
724,2023,1,4,KTYX
725,2023,1,4,KUDX
726,2023,1,4,KUEX
727,2023,1,4,KVAX
728,2023,1,4,KVBX
729,2023,1,4,KVNX
730,2023,1,4,KVTX
731,2023,1,4,KVWX
732,2023,1,4,KYUX
733,2023,1,4,PACG
734,2023,1,4,PAEC
735,2023,1,4,PAHG
736,2023,1,4,PAKC
737,2023,1,4,PAPD
738,2023,1,4,PGUA
739,2023,1,4,PHKI
740,2023,1,4,PHKM
741,2023,1,4,PHMO
742,2023,1,4,PHWA
743,2023,1,4,RKJK
744,2023,1,4,RODN
745,2023,1,4,TADW
746,2023,1,4,TATL
747,2023,1,4,TBNA
748,2023,1,4,TBOS
749,2023,1,4,TBWI
750,2023,1,4,TCLT
751,2023,1,4,TCMH
752,2023,1,4,TCVG
753,2023,1,4,TDAL
754,2023,1,4,TDAY
755,2023,1,4,TDCA
756,2023,1,4,TDEN
757,2023,1,4,TDFW
758,2023,1,4,TDTW
759,2023,1,4,TEWR
760,2023,1,4,TFLL
761,2023,1,4,THOU
762,2023,1,4,TIAD
763,2023,1,4,TIAH
764,2023,1,4,TICH
765,2023,1,4,TIDS
766,2023,1,4,TJFK
767,2023,1,4,TJUA
768,2023,1,4,TLAS
769,2023,1,4,TLVE
770,2023,1,4,TMCI
771,2023,1,4,TMCO
772,2023,1,4,TMDW
773,2023,1,4,TMEM
774,2023,1,4,TMIA
775,2023,1,4,TMKE
776,2023,1,4,TMSP
777,2023,1,4,TMSY
778,2023,1,4,TOKC
779,2023,1,4,TORD
780,2023,1,4,TPBI
781,2023,1,4,TPHL
782,2023,1,4,TPHX
783,2023,1,4,TPIT
784,2023,1,4,TRDU
785,2023,1,4,TSDF
786,2023,1,4,TSJU
787,2023,1,4,TSLC
788,2023,1,4,TSTL
789,2023,1,4,TTPA
790,2023,1,4,TTUL
791,2023,1,5,FOP1
792,2023,1,5,KABR
793,2023,1,5,KABX
794,2023,1,5,KAKQ
795,2023,1,5,KAMA
796,2023,1,5,KAMX
797,2023,1,5,KAPX
798,2023,1,5,KARX
799,2023,1,5,KATX
800,2023,1,5,KBBX
801,2023,1,5,KBGM
802,2023,1,5,KBHX
803,2023,1,5,KBIS
804,2023,1,5,KBLX
805,2023,1,5,KBMX
806,2023,1,5,KBOX
807,2023,1,5,KBRO
808,2023,1,5,KBUF
809,2023,1,5,KBYX
810,2023,1,5,KCAE
811,2023,1,5,KCBW
812,2023,1,5,KCBX
813,2023,1,5,KCCX
814,2023,1,5,KCLE
815,2023,1,5,KCLX
816,2023,1,5,KCRP
817,2023,1,5,KCXX
818,2023,1,5,KCYS
819,2023,1,5,KDAX
820,2023,1,5,KDDC
821,2023,1,5,KDFX
822,2023,1,5,KDGX
823,2023,1,5,KDIX
824,2023,1,5,KDLH
825,2023,1,5,KDMX
826,2023,1,5,KDOX
827,2023,1,5,KDTX
828,2023,1,5,KDVN
829,2023,1,5,KDYX
830,2023,1,5,KEAX
831,2023,1,5,KEMX
832,2023,1,5,KENX
833,2023,1,5,KEOX
834,2023,1,5,KEPZ
835,2023,1,5,KESX
836,2023,1,5,KEVX
837,2023,1,5,KEWX
838,2023,1,5,KEYX
839,2023,1,5,KFCX
840,2023,1,5,KFDR
841,2023,1,5,KFDX
842,2023,1,5,KFFC
843,2023,1,5,KFSD
844,2023,1,5,KFSX
845,2023,1,5,KFTG
846,2023,1,5,KFWS
847,2023,1,5,KGGW
848,2023,1,5,KGJX
849,2023,1,5,KGLD
850,2023,1,5,KGRB
851,2023,1,5,KGRK
852,2023,1,5,KGRR
853,2023,1,5,KGWX
854,2023,1,5,KGYX
855,2023,1,5,KHDX
856,2023,1,5,KHGX
857,2023,1,5,KHNX
858,2023,1,5,KHTX
859,2023,1,5,KICT
860,2023,1,5,KICX
861,2023,1,5,KILN
862,2023,1,5,KILX
863,2023,1,5,KIND
864,2023,1,5,KINX
865,2023,1,5,KIWA
866,2023,1,5,KIWX
867,2023,1,5,KJAX
868,2023,1,5,KJGX
869,2023,1,5,KJKL
870,2023,1,5,KLBB
871,2023,1,5,KLCH
872,2023,1,5,KLGX
873,2023,1,5,KLNX
874,2023,1,5,KLOT
875,2023,1,5,KLRX
876,2023,1,5,KLSX
877,2023,1,5,KLVX
878,2023,1,5,KLWX
879,2023,1,5,KLZK
880,2023,1,5,KMAF
881,2023,1,5,KMAX
882,2023,1,5,KMBX
883,2023,1,5,KMHX
884,2023,1,5,KMKX
885,2023,1,5,KMLB
886,2023,1,5,KMOB
887,2023,1,5,KMPX
888,2023,1,5,KMQT
889,2023,1,5,KMRX
890,2023,1,5,KMSX
891,2023,1,5,KMTX
892,2023,1,5,KMUX
893,2023,1,5,KMVX
894,2023,1,5,KMXX
895,2023,1,5,KNKX
896,2023,1,5,KNQA
897,2023,1,5,KOAX
898,2023,1,5,KOHX
899,2023,1,5,KOKX
900,2023,1,5,KOTX
901,2023,1,5,KPAH
902,2023,1,5,KPBZ
903,2023,1,5,KPDT
904,2023,1,5,KPOE
905,2023,1,5,KPUX
906,2023,1,5,KRAX
907,2023,1,5,KRGX
908,2023,1,5,KRIW
909,2023,1,5,KRLX
910,2023,1,5,KRTX
911,2023,1,5,KSFX
912,2023,1,5,KSGF
913,2023,1,5,KSHV
914,2023,1,5,KSJT
915,2023,1,5,KSOX
916,2023,1,5,KSRX
917,2023,1,5,KTBW
918,2023,1,5,KTFX
919,2023,1,5,KTLH
920,2023,1,5,KTLX
921,2023,1,5,KTWX
922,2023,1,5,KTYX
923,2023,1,5,KUDX
924,2023,1,5,KUEX
925,2023,1,5,KVAX
926,2023,1,5,KVBX
927,2023,1,5,KVNX
928,2023,1,5,KVTX
929,2023,1,5,KVWX
930,2023,1,5,KYUX
931,2023,1,5,PACG
932,2023,1,5,PAEC
933,2023,1,5,PAHG
934,2023,1,5,PAKC
935,2023,1,5,PAPD
936,2023,1,5,PGUA
937,2023,1,5,PHKI
938,2023,1,5,PHKM
939,2023,1,5,PHMO
940,2023,1,5,PHWA
941,2023,1,5,RKJK
942,2023,1,5,RODN
943,2023,1,5,TADW
944,2023,1,5,TATL
945,2023,1,5,TBNA
946,2023,1,5,TBOS
947,2023,1,5,TBWI
948,2023,1,5,TCLT
949,2023,1,5,TCMH
950,2023,1,5,TCVG
951,2023,1,5,TDAL
952,2023,1,5,TDAY
953,2023,1,5,TDCA
954,2023,1,5,TDEN
955,2023,1,5,TDFW
956,2023,1,5,TDTW
957,2023,1,5,TEWR
958,2023,1,5,TFLL
959,2023,1,5,THOU
960,2023,1,5,TIAD
961,2023,1,5,TIAH
962,2023,1,5,TICH
963,2023,1,5,TIDS
964,2023,1,5,TJFK
965,2023,1,5,TJUA
966,2023,1,5,TLAS
967,2023,1,5,TLVE
968,2023,1,5,TMCI
969,2023,1,5,TMCO
970,2023,1,5,TMDW
971,2023,1,5,TMEM
972,2023,1,5,TMIA
973,2023,1,5,TMKE
974,2023,1,5,TMSP
975,2023,1,5,TMSY
976,2023,1,5,TOKC
977,2023,1,5,TORD
978,2023,1,5,TPBI
979,2023,1,5,TPHL
980,2023,1,5,TPHX
981,2023,1,5,TPIT
982,2023,1,5,TRDU
983,2023,1,5,TSDF
984,2023,1,5,TSJU
985,2023,1,5,TSLC
986,2023,1,5,TSTL
987,2023,1,5,TTPA
988,2023,1,5,TTUL
989,2023,1,6,FOP1
990,2023,1,6,KABR
991,2023,1,6,KABX
992,2023,1,6,KAKQ
993,2023,1,6,KAMA
994,2023,1,6,KAMX
995,2023,1,6,KAPX
996,2023,1,6,KARX
997,2023,1,6,KATX
998,2023,1,6,KBBX
999,2023,1,6,KBGM
1000,2023,1,6,KBHX
1001,2023,1,6,KBIS
1002,2023,1,6,KBLX
